Timestamp,X Position,Y Position
2024-03-22T14:00:54.949Z,663,156
2024-03-22T14:00:55.228Z,500,159
2024-03-22T14:00:55.446Z,389,111
2024-03-22T14:00:55.630Z,330,93
2024-03-22T14:00:56.349Z,1261,368
2024-03-22T14:00:56.821Z,1153,441
2024-03-22T14:00:57.269Z,996,507
2024-03-22T14:00:57.487Z,954,544
2024-03-22T14:00:57.885Z,802,576
2024-03-22T14:00:58.260Z,655,573
2024-03-22T14:00:58.628Z,493,580
2024-03-22T14:00:58.813Z,330,571
2024-03-22T14:00:59.021Z,321,571
2024-03-22T14:00:59.260Z,152,561
2024-03-22T14:01:00.021Z,538,572
2024-03-22T14:01:00.205Z,554,569
2024-03-22T14:01:00.580Z,416,583
2024-03-22T14:01:00.781Z,385,575
2024-03-22T14:01:00.932Z,383,574
2024-03-22T14:01:01.437Z,595,881
2024-03-22T14:01:01.613Z,701,868
2024-03-22T14:01:01.781Z,793,860
2024-03-22T14:01:01.925Z,827,859
2024-03-22T14:01:02.421Z,478,1202
2024-03-22T14:01:02.653Z,744,1258
2024-03-22T14:01:03.069Z,675,1529
2024-03-22T14:01:03.261Z,982,1500
2024-03-22T14:01:03.437Z,1149,1342
2024-03-22T14:01:03.661Z,1068,1412
2024-03-22T14:01:03.892Z,416,1369
2024-03-22T14:01:04.085Z,367,1384
2024-03-22T14:01:04.285Z,322,1472
2024-03-22T14:01:04.478Z,382,1521
2024-03-22T14:01:04.669Z,473,1551
2024-03-22T14:01:04.911Z,489,1590
2024-03-22T14:01:05.205Z,554,1531
2024-03-22T14:01:05.477Z,554,1439
2024-03-22T14:01:05.853Z,557,1424
2024-03-22T14:01:06.093Z,564,1394
2024-03-22T14:01:06.341Z,564,1363
2024-03-22T14:01:06.540Z,564,1363
2024-03-22T14:01:06.717Z,551,1347
2024-03-22T14:01:06.853Z,551,1347
2024-03-22T14:01:07.421Z,657,2042
2024-03-22T14:01:07.645Z,650,2035
2024-03-22T14:01:08.558Z,974,2093
2024-03-22T14:01:08.726Z,1080,1870
2024-03-22T14:01:08.910Z,1073,1789
2024-03-22T14:01:09.077Z,994,1941
2024-03-22T14:01:09.781Z,1063,2546
2024-03-22T14:01:09.973Z,1046,2552
2024-03-22T14:01:10.215Z,660,2424
2024-03-22T14:01:10.398Z,623,2324
2024-03-22T14:01:10.756Z,385,2639
2024-03-22T14:01:10.940Z,178,2633
2024-03-22T14:01:11.141Z,746,2598
2024-03-22T14:01:11.302Z,972,2596
2024-03-22T14:01:11.461Z,1098,2547
2024-03-22T14:01:12.221Z,683,2956
2024-03-22T14:01:12.764Z,560,3301
2024-03-22T14:01:12.974Z,560,3301
2024-03-22T14:01:13.373Z,1019,3323
2024-03-22T14:01:13.869Z,767,3415
2024-03-22T14:01:14.093Z,767,3368
2024-03-22T14:01:14.278Z,766,3363
2024-03-22T14:01:14.461Z,766,3363
2024-03-22T14:01:14.631Z,766,3362
2024-03-22T14:01:15.031Z,714,3352
2024-03-22T14:01:15.215Z,714,3352
2024-03-22T14:01:15.475Z,714,3352
2024-03-22T14:01:15.740Z,574,3359
2024-03-22T14:01:15.900Z,577,3358
2024-03-22T14:01:16.119Z,602,3349
2024-03-22T14:01:16.312Z,602,3349
2024-03-22T14:01:16.504Z,602,3349
2024-03-22T14:01:16.711Z,602,3349
2024-03-22T14:01:16.892Z,602,3349
2024-03-22T14:01:17.078Z,602,3349
2024-03-22T14:01:17.262Z,602,3349
2024-03-22T14:01:17.562Z,602,3349
2024-03-22T14:01:17.753Z,602,3349
2024-03-22T14:01:17.936Z,602,3349
2024-03-22T14:01:18.154Z,602,3349
2024-03-22T14:01:18.520Z,602,3349
2024-03-22T14:01:18.710Z,602,3349
2024-03-22T14:01:18.914Z,602,3349
2024-03-22T14:01:19.281Z,602,3349
2024-03-22T14:01:19.700Z,602,3349
2024-03-22T14:01:20.115Z,602,3349
2024-03-22T14:01:20.527Z,602,3349
2024-03-22T14:01:20.968Z,602,3349
2024-03-22T14:01:21.330Z,602,3349
2024-03-22T14:01:21.737Z,602,3349
2024-03-22T14:01:22.109Z,602,3349
2024-03-22T14:01:22.481Z,602,3349
2024-03-22T14:01:22.846Z,602,3349
2024-03-22T14:01:23.239Z,602,3349
2024-03-22T14:01:23.606Z,602,3349
2024-03-22T14:01:27.013Z,868,4397
