Escama de basilisco,Chifre de minotauro,Garra de grifo,Lagrimas de sereia,Chifre de unicornio,Sangue de dragao,Tinta de kraken,Presa de quimera,Curada
36.0294501199221,0.00021538165093414318,0.0,51.30145099021417,98.47583147116124,0.0,31.876522288242725,0.0,1.0
0.1420114093646987,0.0,0.0,86.19284759678382,110.6571825256382,0.0,26.563352250849622,0.0,1.0
0.0,0.0,0.0,58.99788869274266,106.97417028099902,0.0,44.446142087981016,0.0,1.0
10.212647619001018,0.0007629189850217206,0.0,25.137057269522465,123.89655699887749,15.334351636247604,25.42672248806211,0.0,1.0
0.0,0.0005408319842390272,0.0,37.74825219354074,95.9979925162579,7.859290435344074,22.946361133168235,0.0,1.0
15.168968506208191,0.0013833608870922054,0.0,29.105113286761487,103.97637460928927,0.0,30.89274333178125,0.0,1.0
0.0,0.0,0.26302114066922666,62.37826796473479,105.16471270490142,0.0,31.371931666736234,0.0,1.0
8.655142290292744,0.0009399433112836246,0.014458894088196998,72.17808202796782,79.3359349303447,0.0,26.84410805176225,0.0,1.0
0.7264999139672454,0.00015906938148653203,1.755459005135824,82.94999603487156,107.24834798444877,0.5555489493565307,31.887613353452718,0.0,1.0
23.071768303107774,4.038208154645424e-05,0.5169308260748878,35.21235409405894,88.09460164991248,0.0,27.99931885147645,0.0,1.0
,0.0,0.0,8.759471308436284,100.58561450636388,7.046080429498297,34.286646380459175,0.0,1.0
4.241427177190297,0.0014837767313402577,0.20936382263835898,75.93303428386096,116.8675283003191,0.0,25.16526789901601,0.0,1.0
23.432263284594818,0.0005205493984304385,1.1046276044030217,70.30993650793823,93.59759830160093,0.0,22.311367704103233,0.0,1.0
11.183793467560044,0.0015370298003251357,0.0,0.7771542702348921,99.84280570994792,0.0,24.740313508510678,0.0,1.0
0.0,0.0009166639827530925,0.0,83.03512548382416,86.33282187931698,1.1417334857267463,18.060378118519864,0.0,1.0
19.87200341290516,0.002114978994720297,0.03160157783066158,18.375005565827696,108.98002716631169,0.0,31.273804771278034,0.0,1.0
9.83016354113795,0.00016368015094946168,1.1247677738666333,46.25519228712369,107.94011242775197,0.0,21.900835647771174,0.0,1.0
11.27082528623608,0.0,0.7658118681855093,41.037997791992176,120.63614708243418,1.3782811488946622,26.593355782884196,0.0,1.0
3.1074122469356658,0.0,0.0,64.71247404798306,80.84163445125506,0.0,28.654745110923656,0.0,1.0
5.877185489890147,0.000709592561009055,0.0,88.7922038414086,94.55135142522082,0.0,28.73179571289663,0.0,1.0
0.0,0.0,0.6528843542065625,22.761670322522743,85.47570891064879,6.459264675221053,24.205615744075516,0.0,1.0
11.144794224255453,0.0,0.0,69.42111891628669,117.84468222787694,6.188515403537017,26.46826661504438,0.0,1.0
50.04907799285334,0.0013106820634197702,0.543232026552879,,89.23720227985135,5.424526892552689,28.970041108341917,0.0,1.0
21.856977105805655,0.0,0.10384563662888245,1.6942018879773646,99.13209012756545,0.0,23.395035447791507,0.0,1.0
1.6621403448395906,0.0001730205439846407,1.2694553890921279,46.00887237726031,108.02647109453763,0.0,33.75037181430859,0.0,1.0
0.9619541098897741,0.0,0.7467223223803201,97.54759084088714,87.56643158895584,,25.29669944243973,0.0,1.0
0.0,0.001047620189280289,0.0,41.10013048789012,98.68336561119295,0.0,33.3902335641866,0.0,1.0
5.484320118998257,0.0019918129616258674,1.4967808818120292,5.665543508257331,91.31474744684542,,30.095683177665926,0.0,1.0
0.47421409935598735,0.0021915060315303293,1.1741021818232644,9.742079197462783,112.38781337453857,1.6075183252670158,25.393681022280205,0.0,1.0
